source,target,attributes,relation_type
239951,236086,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239951,236066,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239951,236106,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240175,236005,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240175,236025,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240175,236045,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240175,236086,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240175,236066,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240175,236106,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240197,236005,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240197,236025,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240197,236045,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240197,236086,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240197,236066,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240197,236106,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240231,236005,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240231,236025,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240231,236045,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240231,236086,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240231,236066,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240231,236106,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240299,236005,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240299,236025,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240299,236045,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240299,236086,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240299,236066,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240299,236106,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240703,236005,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240703,236025,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240703,236045,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240703,236086,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240703,236066,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240703,236106,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
236005,284471,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236005,286271,"{'time': 24.2064, 'inv_time': 0.04131138872364334}",RELATED_TO
236005,286372,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236005,286295,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236005,286399,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236005,286527,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236005,286551,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236005,286578,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236025,284471,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236025,286271,"{'time': 24.2064, 'inv_time': 0.04131138872364334}",RELATED_TO
236025,286372,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236025,286295,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236025,286399,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236025,286527,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236025,286551,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236025,286578,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236045,284471,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236045,286271,"{'time': 24.2064, 'inv_time': 0.04131138872364334}",RELATED_TO
236045,286372,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236045,286295,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236045,286399,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236045,286527,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236045,286551,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236045,286578,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236086,284471,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236086,286271,"{'time': 24.2064, 'inv_time': 0.04131138872364334}",RELATED_TO
236086,286372,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236086,286295,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236086,286399,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236086,286527,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236086,286551,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236086,286578,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236066,284471,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236066,286271,"{'time': 24.2064, 'inv_time': 0.04131138872364334}",RELATED_TO
236066,286372,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236066,286295,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236066,286399,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236066,286527,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236066,286551,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236066,286578,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236106,284471,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236106,286271,"{'time': 24.2064, 'inv_time': 0.04131138872364334}",RELATED_TO
236106,286372,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236106,286295,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236106,286399,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236106,286527,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236106,286551,"{'time': 14.52384, 'inv_time': 0.06885231453940556}",RELATED_TO
236106,286578,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
284471,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
284471,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
284471,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
284471,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
284471,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
284471,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
284471,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286271,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286372,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286295,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286399,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286527,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286551,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,240783,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,240771,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,240895,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,240907,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,240951,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,241019,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
286578,241267,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
240783,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240783,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240783,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240783,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240783,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240783,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240771,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240771,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240771,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240771,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240771,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240771,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240895,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240895,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240895,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240895,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240895,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240895,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240907,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240907,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240907,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240907,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240907,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240907,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240951,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240951,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240951,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240951,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240951,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
240951,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241019,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241019,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241019,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241019,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241019,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241019,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241267,236146,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241267,236126,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241267,236187,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241267,236167,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241267,236207,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
241267,236228,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
236146,287237,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,287261,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,287283,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236146,287443,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,287546,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,287587,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288011,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288032,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288053,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288153,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236146,288133,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288243,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236146,288225,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288333,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288369,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288423,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236146,288405,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,287237,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,287261,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,287283,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236126,287443,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,287546,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,287587,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288011,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288032,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288053,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288153,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236126,288133,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288243,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236126,288225,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288333,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288369,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288423,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236126,288405,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,287237,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,287261,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,287283,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236187,287443,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,287546,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,287587,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288011,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288032,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288053,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288153,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236187,288133,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288243,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236187,288225,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288333,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288369,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288423,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236187,288405,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,287237,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,287261,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,287283,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236167,287443,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,287546,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,287587,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288011,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288032,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288053,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288153,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236167,288133,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288243,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236167,288225,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288333,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288369,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288423,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236167,288405,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,287237,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,287261,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,287283,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236207,287443,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,287546,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,287587,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288011,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288032,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288053,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288153,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236207,288133,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288243,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236207,288225,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288333,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288369,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288423,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236207,288405,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,287237,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,287261,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,287283,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236228,287443,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,287546,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,287587,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288011,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288032,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288053,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288153,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236228,288133,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288243,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
236228,288225,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288333,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288369,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288423,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
236228,288405,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
287237,241289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287237,241277,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287237,241301,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287237,241581,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287237,241571,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287237,241593,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287237,241637,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241277,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241301,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241581,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241571,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241593,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287261,241637,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241277,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241301,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241581,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241571,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241593,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287283,241637,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287443,241289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287443,241277,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
287443,241301,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
