GlobalId,Name,Description,ObjectType,IfcType,category
235202,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
235242,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
235222,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
235262,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
237314,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237334,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237355,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237375,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237395,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237416,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
269946,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
270700,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
270530,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
271832,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
239199,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239233,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239289,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239311,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239334,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239323,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239511,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239557,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239613,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239567,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239647,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239635,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239623,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239669,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239713,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239737,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239759,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239803,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239781,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239827,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239849,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
237456,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237496,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237476,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237517,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237436,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237537,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
278290,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
277912,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
278386,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
278592,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279018,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279631,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279964,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
280058,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
280208,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
280776,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
280868,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
280926,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281064,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281199,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281262,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281393,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281714,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281654,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282200,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282298,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282247,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282502,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282351,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282456,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282662,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282611,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282879,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282981,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283022,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283069,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283163,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283250,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283346,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283440,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
240051,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240063,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240097,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240085,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240073,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240333,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240343,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240377,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240401,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240513,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240479,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240523,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240557,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240569,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240603,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240613,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240637,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240671,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
237557,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237578,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237598,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237618,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237638,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237658,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
284320,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284288,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284543,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284725,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284759,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284950,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285044,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285077,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285514,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285467,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285543,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285574,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285659,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285688,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285774,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285888,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286091,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286063,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286034,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
240883,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240873,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241053,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241063,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241153,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241187,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241211,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241199,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
235282,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
235323,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
235303,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
235343,A1034_005_Elevator Pit Wall-ID,,,IfcWall,IfcWall
237719,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237699,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237679,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237740,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237760,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237780,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
270334,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
270892,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
239075,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239154,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239176,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239143,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239468,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239457,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239479,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239501,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239533,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
237800,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237820,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237841,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237902,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237861,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237881,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
280636,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
280706,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281327,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281458,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281592,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281540,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281890,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
281945,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282062,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282004,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282124,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282720,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
282764,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
239961,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240243,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240265,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240253,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240311,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240321,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240647,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
237922,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237942,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237962,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
237982,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
238023,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
238003,B1011_027_CIP RC Stair Core Wall-ID,,,IfcWall,IfcWall
285920,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285949,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286007,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285975,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286120,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286150,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286193,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286220,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286245,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286320,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286347,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
